gene,in_raghunath_168,in_darcy_s1_243,in_kegg_hsa04916,in_reactome_curated_union,in_reactome_r_hsa_5662702_precision,n_sets,darcy_phenotype_class,citation,citation_source,in_bajpai2023_crispr_169,bajpai_castle_effect,bajpai_q_value,bajpai_direction,bajpai_orphan_hit,n_sets_incl_bajpai
FADD,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
FADS2,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
FANCA,False,True,False,False,False,1,Hyperpigmentation|Hypopigmentation|Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
FANCB,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
FANCC,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
FANCD2,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
FANCE,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
FANCI,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
FAP,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
FARP2,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
FAS,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
FASLG,True,True,False,False,False,2,Hypopigmentation,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,2
FGFR3,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
FIG4,False,True,False,False,False,1,Hypopigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,0.7,0.034655775,reduces_pigmentation,False,2
FLI1,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
FLNA,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
FMR1,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
FOS,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
FOXD3,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
FOXP1,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
FRAS1,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
FREM2,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
FZD1,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
FZD10,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
FZD2,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
FZD3,True,False,True,False,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916,accession_or_pmcid,False,,,,False,2
FZD4,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
FZD5,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
FZD6,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
FZD7,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
FZD8,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
FZD9,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
GAB1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
GADD45A,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
GAGE2A,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
GMPR,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
GNAI1,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
GNAI2,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
GNAI3,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
GNAO1,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
GNAQ,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
GNAS,False,True,True,False,False,2,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1)|KEGG:hsa04916,accession_or_pmcid,False,,,,False,2
GNPTG,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
GPHN,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
GPNMB,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
GPR143,False,True,False,True,False,2,Hypopigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|Reactome:R-HSA-9730414|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,1.0,0.008625554,reduces_pigmentation,False,3
GRB2,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
GRIP1,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
GSK3B,True,False,True,True,False,3,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,3
GUCY1A2,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
GXYLT2,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
GZMB,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
HDAC1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
HERC2,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
HGD,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
HGF,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
HIF1A,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
HINT1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
HLA-B,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
HLA-DQA1,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
HLA-DQB1,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
HLA-DRA,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
HLA-DRB1,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
HPS1,False,True,False,False,False,1,Hypopigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,2.0,0.00019277,reduces_pigmentation,False,2
HPS3,False,True,False,False,False,1,Hypopigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,1.7,0.00019277,reduces_pigmentation,False,2
HPS4,False,True,False,False,False,1,Hypopigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,2.1,0.00019277,reduces_pigmentation,False,2
HPS5,False,True,False,False,False,1,Hypopigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,2.1,0.00019277,reduces_pigmentation,False,2
HPS6,False,True,False,False,False,1,Hypopigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,1.9,0.00019277,reduces_pigmentation,False,2
HRAS,True,True,True,False,False,3,Hyperpigmentation,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|PMC9854651 (D'Arcy & Kiel 2023 Table S1)|KEGG:hsa04916,accession_or_pmcid,False,,,,False,3
HSP90AA1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
HUNK,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
IARS1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
ICAM1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
ID1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
IDS,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
IDUA,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
IFTAP,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
IKBKG,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
IKZF4,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
IL10,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
IL12A,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
IL17A,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
IL1A,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
IL1R1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
IL1RAPL1,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
IL23R,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
IL2RA,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
IL6,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
IL6R,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
IRAK1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
IRAK4,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
IRF3,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
IRF4,False,True,False,True,False,2,Hyperpigmentation|Hypopigmentation|Pigmentation phenotype,PMC9854651 (D'Arcy & Kiel 2023 Table S1)|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,2
ITGA2,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
IVL,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
JAK1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
JUN,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
KARS1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
KCNK12,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
KIT,True,True,True,True,False,4,Hyperpigmentation|Hypopigmentation,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|PMC9854651 (D'Arcy & Kiel 2023 Table S1)|KEGG:hsa04916|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,4
KITLG,True,True,True,False,False,3,Mixed|Pigmentation phenotype,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|PMC9854651 (D'Arcy & Kiel 2023 Table S1)|KEGG:hsa04916,accession_or_pmcid,False,,,,False,3
KRAS,False,False,True,False,False,1,,KEGG:hsa04916,accession_or_pmcid,False,,,,False,1
KRT14,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
KRT5,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
LARS1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
LEF1,True,False,True,True,False,3,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,3
LIG1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
LPP,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
LRMDA,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
LYST,False,True,False,False,False,1,Hypopigmentation,"PMC9854651 (D'Arcy & Kiel 2023 Table S1)|PMC10901463 (Bajpai et al. 2023 Science 381:eade6289, DOI 10.1126/science.ade6289); Table S1, q<0.10 hit threshold",accession_or_pmcid,True,1.3,0.00019277,reduces_pigmentation,False,2
MAP2K1,True,True,True,False,False,3,Hyperpigmentation,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|PMC9854651 (D'Arcy & Kiel 2023 Table S1)|KEGG:hsa04916,accession_or_pmcid,False,,,,False,3
MAP2K2,True,False,True,False,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916,accession_or_pmcid,False,,,,False,2
MAP2K3,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
MAP2K4,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
MAP2K6,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
MAP2K7,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
MAP3K1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
MAP3K14,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
MAP3K5,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
MAP3K7,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
MAP4K2,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
MAPK1,True,False,True,True,False,3,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,3
MAPK14,True,False,False,True,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,2
MAPK3,True,False,True,True,False,3,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|KEGG:hsa04916|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,3
MAPK8,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
MARK3,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
MARS1,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
MC1R,True,True,True,True,False,4,Hypopigmentation,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|PMC9854651 (D'Arcy & Kiel 2023 Table S1)|KEGG:hsa04916|Reactome:R-HSA-9730414+R-HSA-388601,accession_or_pmcid,False,,,,False,4
MC2R,False,True,False,True,False,2,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1)|Reactome:R-HSA-388601,accession_or_pmcid,False,,,,False,2
MC3R,False,False,False,True,False,1,,Reactome:R-HSA-9730414+R-HSA-388601,accession_or_pmcid,False,,,,False,1
MC4R,False,False,False,True,False,1,,Reactome:R-HSA-9730414+R-HSA-388601,accession_or_pmcid,False,,,,False,1
MC5R,False,False,False,True,False,1,,Reactome:R-HSA-9730414+R-HSA-388601,accession_or_pmcid,False,,,,False,1
MCL1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
MCM2,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
MCM4,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
MCM5,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
MEN1,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
MET,True,False,False,True,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,2
MITF,True,True,True,True,False,4,Hypopigmentation,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|PMC9854651 (D'Arcy & Kiel 2023 Table S1)|KEGG:hsa04916|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,4
MLANA,True,False,False,True,False,2,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes)|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,2
MLH1,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
MLPH,False,True,False,True,False,2,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1)|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,2
MMP1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
MMPS,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
MOV10,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
MRAP,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
MSH2,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
MSH6,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
MSN,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
MTAP,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
MYD88,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
MYH8,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
MYO5A,False,True,False,True,False,2,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1)|Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,2
MYRIP,False,False,False,True,False,1,,Reactome:R-HSA-9730414,accession_or_pmcid,False,,,,False,1
NARS1,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
NBN,False,True,False,False,False,1,Mixed,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
NEK6,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
NF1,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
NFATC1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
NFIX,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
NFKB1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
NGF,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
NHP2,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
NID1,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
NLRP1,False,True,False,False,False,1,Hypopigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
NNT,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
NOP10,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
NOS2,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
NOX1,True,False,False,False,False,1,,gene_network_nodes.csv (per-gene UniProt/Entrez accession; Raghunath et al. 2015 BMC Res Notes),accession_or_pmcid,False,,,,False,1
NR0B1,False,True,False,False,False,1,Hyperpigmentation,PMC9854651 (D'Arcy & Kiel 2023 Table S1),accession_or_pmcid,False,,,,False,1
