gene_a,gene_b,darcy_s4_combined_score,our_string_v12_score,in_darcy_s4,in_our_pull,agreement,citation,citation_source
ACD,BLM,0.924,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ACD,CTC1,0.891,0.906,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ACD,DKC1,0.778,0.747,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ACD,GAR1,,0.7,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ACD,NHP2,0.792,0.759,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ACD,NOP10,0.793,0.744,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ACD,RTEL1,0.765,0.701,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ACD,TERT,0.932,0.982,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ACD,TINF2,0.999,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ACD,WRAP53,0.78,0.72,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ACD,WRN,0.937,0.738,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ADAM10,PSENEN,0.81,0.819,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ADAR,HLA-B,0.904,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ADAR,IRF3,0.944,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ADAR,IRF4,0.902,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
AP3B1,AP3D1,0.999,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
AP3B1,BLOC1S3,,0.914,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
AP3B1,BLOC1S6,0.757,0.857,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
AP3B1,DTNBP1,0.729,0.878,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
AP3B1,HPS3,0.75,0.929,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
AP3B1,HPS4,0.772,0.935,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
AP3B1,HPS5,,0.827,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
AP3B1,HPS6,,0.842,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
AP3B1,LYST,0.772,0.805,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
AP3B1,RAB5C,0.901,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
AP3B1,RAF1,0.904,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
AP3D1,HPS3,,0.727,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
AP3D1,HPS5,,0.728,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,BLM,0.997,0.991,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,BRAF,,0.778,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,BRCA2,0.996,0.995,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,BRIP1,0.915,0.933,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,CDKN2A,0.75,0.847,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,DDB2,,0.712,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,ERCC1,0.983,0.975,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,ERCC2,0.736,0.914,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,ERCC3,0.81,0.863,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,ERCC4,0.969,0.965,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,ERCC5,0.962,0.975,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,FANCA,0.727,0.737,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,FANCC,,0.775,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,FANCD2,0.993,0.989,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,FANCI,0.99,0.946,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,HRAS,0.713,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,IKBKG,0.999,0.99,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,MLH1,0.992,0.997,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,MSH2,0.989,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,MSH6,0.992,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,NBN,0.999,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,NF1,0.704,0.732,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,PALB2,0.945,0.945,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,PMS2,0.865,0.886,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,POLH,0.954,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,PTEN,0.89,0.897,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,RECQL4,0.819,0.858,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,RTEL1,0.948,0.716,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,STK11,0.95,0.89,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,TERT,0.879,0.825,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,TSC2,0.722,0.735,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,WRN,0.978,0.955,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,XPA,0.915,0.908,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATM,XPC,0.959,0.962,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATP7A,ATP7B,0.811,0.908,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATP7A,POMC,0.726,0.964,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATXN2,DDX6,0.993,0.993,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATXN2,FMR1,0.828,0.901,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
ATXN2,SH2B3,,0.765,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BACH2,IRF4,,0.853,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BCL2L11,BRAF,0.71,0.783,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BCL2L11,FASLG,0.795,0.893,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BCL2L11,MAP2K1,0.814,0.821,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BCL2L11,RAF1,0.948,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BCL2L12,CASP7,0.761,0.799,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BIVM,ERCC5,,0.928,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,BRCA2,0.933,0.935,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,BRIP1,0.981,0.95,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,ERCC1,0.969,0.701,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,ERCC4,0.986,0.819,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,ERCC5,0.761,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,FANCA,0.999,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,FANCB,0.929,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,FANCC,0.959,0.829,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,FANCD2,0.904,0.933,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,FANCE,0.959,0.814,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,FANCI,0.789,0.773,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,MLH1,0.995,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,MSH2,0.93,0.907,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,MSH6,0.972,0.972,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,NBN,0.931,0.925,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,PALB2,0.715,0.729,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,POLA1,0.785,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,POLH,0.944,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,RTEL1,0.971,0.832,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,TERT,0.759,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,TINF2,0.931,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLM,WRN,0.866,0.802,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S3,BLOC1S5,0.977,0.995,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S3,BLOC1S6,0.993,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S3,DTNBP1,0.996,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S3,HPS1,0.737,0.817,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S3,HPS3,0.955,0.988,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S3,HPS4,0.955,0.977,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S3,HPS5,0.934,0.985,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S3,HPS6,0.955,0.985,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S5,BLOC1S6,0.991,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S5,DTNBP1,0.996,0.996,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S5,HPS1,0.72,0.739,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S5,HPS3,0.802,0.919,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S5,HPS4,0.805,0.836,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S5,HPS5,0.815,0.884,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S5,HPS6,0.828,0.882,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S6,DTNBP1,0.999,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S6,HPS1,0.855,0.866,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S6,HPS3,0.943,0.982,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S6,HPS4,0.925,0.964,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S6,HPS5,0.939,0.986,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BLOC1S6,HPS6,0.945,0.986,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,BRCA2,,0.721,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,CDKN2A,,0.892,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,CTLA4,,0.773,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,GNAS,,0.761,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,HRAS,0.999,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,MAP2K1,0.999,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,MC1R,,0.746,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,MITF,,0.719,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,MLH1,,0.876,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,MSH2,,0.724,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,MSH6,,0.806,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,NF1,,0.903,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,NRAS,0.998,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,PMS2,,0.836,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,PTEN,0.819,0.943,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,PTPN11,,0.862,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,RAF1,0.993,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,RIT1,0.933,0.72,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,SHOC2,0.952,0.857,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,TERT,,0.815,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,TG,,0.752,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRAF,TSC2,,0.832,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,BRIP1,0.972,0.998,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,CDKN2A,0.706,0.806,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,ERCC1,0.746,0.877,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,ERCC3,,0.75,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,ERCC4,0.7,0.852,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,ERCC5,,0.913,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,FANCA,0.903,0.968,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,FANCB,0.858,0.91,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,FANCC,0.858,0.919,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,FANCD2,0.999,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,FANCE,0.911,0.899,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,FANCI,0.996,0.996,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,FLNA,0.965,0.977,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,MLH1,0.941,0.954,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,MSH2,0.855,0.968,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,MSH6,0.832,0.967,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,NBN,0.923,0.901,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,NF1,,0.75,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,PALB2,0.999,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,PMS2,0.81,0.947,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,POLH,0.958,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,PTEN,0.804,0.877,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,RTEL1,0.953,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,SMARCAL1,,0.711,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,STK11,0.735,0.83,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,WRN,0.918,0.888,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRCA2,XPA,,0.806,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRIP1,ERCC1,0.943,0.716,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRIP1,ERCC3,,0.866,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRIP1,ERCC4,0.953,0.82,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRIP1,FANCA,0.724,0.907,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRIP1,FANCB,,0.921,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRIP1,FANCC,,0.913,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRIP1,FANCD2,0.894,0.997,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRIP1,FANCE,,0.895,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRIP1,FANCI,0.78,0.994,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRIP1,MLH1,0.992,0.999,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRIP1,MSH2,,0.793,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRIP1,NBN,0.909,0.998,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRIP1,PALB2,0.975,0.998,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRIP1,PMS2,0.98,0.993,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRIP1,POLH,0.933,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BRIP1,WRN,0.838,0.915,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BTNL2,HLA-DQB1,,0.758,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BTNL2,HLA-DRA,,0.774,False,True,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
BTNL2,HLA-DRB1,0.967,0.845,True,True,True,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
CASP7,FASLG,0.954,,True,False,False,PMC9854651 (S4) vs STRING v12.0 (2026-07-12T01:17:03.759858+00:00),pmcid+string_db
